# genome_length_bp=4641652
old_locus_tag,locus_tag,start,end,strand,biotype
G6576,nagK,1178593,1179504,+,protein_coding
G6577,cobB,1179520,1180359,+,protein_coding
G6578,ycfZ,1180479,1181267,-,protein_coding
G6579,ymfA,1181264,1181725,-,protein_coding
EG10752,potD,1181783,1182829,-,protein_coding
EG10751,potC,1182826,1183620,-,protein_coding
EG10750,potB,1183617,1184444,-,protein_coding
EG10749,potA,1184458,1185594,-,protein_coding
EG11549,pepT,1185844,1187070,+,protein_coding
EG11430,roxA,1187119,1188240,-,protein_coding
EG10732,phoQ,1188316,1189776,-,protein_coding
EG10731,phoP,1189776,1190447,-,protein_coding
G0-17124,asphoP,1190165,1190508,+,protein_coding
EG11314,purB,1190616,1191986,-,protein_coding
EG11345,hflD,1191990,1192631,-,protein_coding
EG11344,mnmA,1192667,1193773,-,protein_coding
G6580,nudJ,1193827,1194288,-,protein_coding
G6581,rluE,1194298,1194951,-,protein_coding
EG10489,icd,1195123,1196373,+,protein_coding
G0-8897,C0293,1196711,1196782,+,protein_coding
G6582,ymfD,1196867,1197532,-,protein_coding
G6583,ymfE,1197533,1198237,-,protein_coding
EG10535,lit,1198695,1199588,+,protein_coding
EG12370,intE,1199679,1200806,-,protein_coding
G6585,xisE,1200787,1201032,-,protein_coding
G6586,ymfH,1201069,1201380,-,protein_coding
G6587,ymfI,1201497,1201838,+,protein_coding
G6588,ymfJ,1201776,1202084,-,protein_coding
G6589,ymfK,1202259,1202933,-,protein_coding
G6590,ymfT,1203024,1203224,+,protein_coding
G6591,ymfL,1203268,1203825,+,protein_coding
G6592,ymfM,1203822,1204160,+,protein_coding
G0-16719,oweE,1204170,1204403,+,protein_coding
G6593,ymfN,1204170,1205537,+,protein_coding
G0-16720,aaaE,1204401,1205537,+,protein_coding
G6594,ymfR,1205549,1205731,+,protein_coding
G6595,beeE,1205731,1206204,+,protein_coding
G6596,jayE,1206131,1206922,+,protein_coding
G6597,ymfQ,1206913,1207497,+,protein_coding
EG12877,ycfK,1207501,1208130,+,protein_coding
G6598,tfaP,1208132,1208545,+,protein_coding
EG11120,tfaE,1208517,1209119,-,protein_coding
G6599,stfE,1209119,1209655,-,protein_coding
EG10737,pinE,1209685,1210239,+,protein_coding
EG10573,mcrA,1210346,1211179,+,protein_coding
G0-10556,icdC,1211413,1211577,+,protein_coding
G6600,iraM,1211680,1212003,-,protein_coding
G0-16733,ymgK,1212260,1212304,-,protein_coding
G0-16734,ymgL,1212540,1212650,-,protein_coding
G6601,ycgX,1212703,1213107,-,protein_coding
G6602,bluR,1213328,1214059,-,protein_coding
G6603,bluF,1214264,1215475,-,protein_coding
G6604,ycgZ,1215789,1216025,+,protein_coding
G6605,ymgA,1216068,1216340,+,protein_coding
G6606,ariR,1216369,1216635,+,protein_coding
G6607,ymgC,1216748,1216996,+,protein_coding
G6608,pdeG,1217328,1218851,+,protein_coding
G0-10261,ymgF,1218983,1219201,+,protein_coding
G6609,ycgH,1219601,1222248,+,protein_coding
G6611,ymgD,1222305,1222634,-,protein_coding
G6612,ymgG,1222644,1222988,-,protein_coding
G0-10589,ymgI,1222990,1223163,-,protein_coding
G0-10590,ymgJ,1223264,1223449,+,protein_coding
G0-10444,ycgI,1223564,1223907,+,protein_coding
EG10598,minE,1224279,1224545,-,protein_coding
EG10597,minD,1224549,1225361,-,protein_coding
EG10596,minC,1225385,1226080,-,protein_coding
G6614,ycgJ,1226600,1226968,+,protein_coding
G6615,pliG,1227071,1227472,-,protein_coding
G0-17091,ymgN,1227368,1227427,+,protein_coding
G6616,ycgL,1227681,1228007,+,protein_coding
G6617,ycgM,1228079,1228738,+,protein_coding
G6618,ycgN,1228815,1229276,+,protein_coding
G6619,hlyE,1229483,1230394,-,protein_coding
G0-8898,C0299,1230629,1230707,+,protein_coding
EG11057,umuD,1230767,1231186,+,protein_coding
EG11056,umuC,1231186,1232454,+,protein_coding
EG11393,dsbB,1232500,1233030,-,protein_coding
EG11392,nhaB,1233176,1234717,-,protein_coding
EG10281,fadR,1234938,1235657,+,protein_coding
EG11516,ycgB,1235709,1237241,-,protein_coding
EG11407,dadA,1237571,1238869,+,protein_coding
EG11408,dadX,1238879,1239949,+,protein_coding
G0-16735,ymgM,1240260,1240463,+,protein_coding
G6620,cvrA,1240335,1242071,-,protein_coding
G6621,ldcA,1242166,1243080,-,protein_coding
G6622,emtA,1243180,1243791,+,protein_coding
G6623,ycgR,1243793,1244527,-,protein_coding
G6624,ymgE,1244728,1244982,+,protein_coding
G6625,ycgY,1245160,1245600,+,protein_coding
EG11017,treA,1245679,1247376,-,protein_coding
EG12399,dhaM,1247696,1249114,-,protein_coding
G6626,dhaL,1249125,1249757,-,protein_coding
G6627,dhaK,1249768,1250838,-,protein_coding
G6628,dhaR,1251066,1252985,+,protein_coding
G6629,ycgV,1253085,1255952,-,protein_coding
EG11404,ychF,1256721,1257812,-,protein_coding
EG10785,pth,1257929,1258513,-,protein_coding
EG11533,ychH,1258791,1259069,+,protein_coding
EG12392,dauA,1259124,1260803,-,protein_coding
EG10774,prs,1260928,1261875,-,protein_coding
EG11294,ispE,1262026,1262877,-,protein_coding
EG11293,lolB,1262877,1263500,-,protein_coding
EG10427,hemA,1263714,1264970,+,protein_coding
EG10761,prfA,1265012,1266094,+,protein_coding
EG12424,prmC,1266094,1266927,+,protein_coding
G6630,ychQ,1266924,1267316,+,protein_coding
EG11251,ychA,1267320,1268129,+,protein_coding
EG10518,kdsA,1268165,1269019,+,protein_coding
G0-9602,ldrA,1269168,1269275,-,protein_coding
G0-9603,rdlA,1269323,1269389,+,protein_coding
G0-9605,ldrB,1269703,1269810,-,protein_coding
G0-9606,rdlB,1269858,1269923,+,protein_coding
G0-9607,ldrC,1270238,1270345,-,protein_coding
G0-9608,rdlC,1270393,1270460,+,protein_coding
EG11753,chaA,1270749,1271849,-,protein_coding
EG12402,chaB,1272119,1272349,+,protein_coding
EG12403,chaC,1272507,1273202,+,protein_coding
EG12404,ychN,1273246,1273599,-,protein_coding
EG12405,ychO,1273784,1275178,+,protein_coding
EG10643,narL,1275179,1275829,-,protein_coding
EG10646,narX,1275822,1277618,-,protein_coding
EG10642,narK,1277957,1279348,+,protein_coding
G0-17088,narS,1279337,1279520,+,protein_coding
EG10638,narG,1279864,1283607,+,protein_coding
EG10639,narH,1283604,1285142,+,protein_coding
EG10641,narJ,1285139,1285849,+,protein_coding
EG10640,narI,1285849,1286526,+,protein_coding
G6631,ychS,1286709,1286984,+,protein_coding
G0-9609,rttR,1287066,1287236,-,protein_coding
EG11016,tpr,1287087,1287176,-,protein_coding
EG30108,tyrV,1287244,1287328,-,protein_coding
EG30106,tyrT,1287538,1287622,-,protein_coding
EG11819,purU,1287782,1288624,-,protein_coding
EG12119,ychJ,1288674,1289132,-,protein_coding
EG12120,rssA,1289245,1290150,+,protein_coding
EG12121,rssB,1290242,1291255,+,protein_coding
EG11319,galU,1291457,1292365,+,protein_coding
EG10457,hns,1292509,1292922,-,protein_coding
EG10994,tdk,1293527,1294144,+,protein_coding
G6632,insZ,1294426,1295322,-,protein_coding
EG10031,adhE,1295446,1298121,-,protein_coding
G0-17017,ychT,1298514,1298567,+,protein_coding
EG11342,ychE,1298598,1299245,+,protein_coding
G0-16639,insH21,1299567,1300547,+,protein_coding
EG10674,oppA,1301182,1302813,+,protein_coding
EG10675,oppB,1302899,1303819,+,protein_coding
EG10676,oppC,1303834,1304742,+,protein_coding
EG10677,oppD,1304754,1305767,+,protein_coding
EG10678,oppF,1305764,1306768,+,protein_coding
G6633,yciU,1306821,1307150,-,protein_coding
EG11608,clsA,1307185,1308645,-,protein_coding
G0-8891,yciY,1308788,1308961,+,protein_coding
EG11606,kch,1309016,1310269,-,protein_coding
EG11607,yciI,1310569,1310865,-,protein_coding
EG11012,tonB,1311089,1311808,+,protein_coding
EG11121,yciA,1311848,1312246,-,protein_coding
EG11122,yciB,1312351,1312890,-,protein_coding
EG11123,yciC,1312920,1313663,-,protein_coding
EG11124,ompW,1314020,1314658,+,protein_coding
EG11125,yciE,1314718,1315224,-,protein_coding
EG11126,yciF,1315270,1315770,-,protein_coding
EG11127,yciG,1315856,1316035,-,protein_coding
EG11024,trpA,1316416,1317222,-,protein_coding
EG11025,trpB,1317222,1318415,-,protein_coding
EG11026,trpC,1318427,1319788,-,protein_coding
EG11027,trpD,1319789,1321384,-,protein_coding
EG11028,trpE,1321384,1322946,-,protein_coding
EG11274,trpL,1323038,1323082,-,protein_coding
G6634,rnm,1323220,1324101,+,protein_coding
G6635,yciO,1324098,1324718,+,protein_coding
G6636,yciQ,1324746,1326641,+,protein_coding
EG12433,rluB,1326852,1327727,+,protein_coding
EG10130,btuR,1327767,1328357,-,protein_coding
EG11759,yciK,1328354,1329112,-,protein_coding
EG10956,sohB,1329332,1330381,+,protein_coding
EG12868,yciN,1330417,1330668,-,protein_coding
EG11013,topA,1331048,1333645,+,protein_coding
EG10184,cysB,1333855,1334829,+,protein_coding
G0-10512,ymiA,1335148,1335288,+,protein_coding
G0-10513,yciX,1335291,1335458,+,protein_coding
G0-16736,ymiC,1335572,1335667,+,protein_coding
EG11325,acnA,1335831,1338506,+,protein_coding
EG11331,ribA,1338570,1339160,-,protein_coding
EG10705,pgpB,1339330,1340094,+,protein_coding
G6637,lapA,1340243,1340551,+,protein_coding
EG12691,lapB,1340558,1341727,+,protein_coding
EG10809,pyrF,1341921,1342658,+,protein_coding
EG11128,yciH,1342658,1342984,+,protein_coding
EG10679,osmB,1343110,1343328,-,protein_coding
G6638,yciT,1343597,1344346,-,protein_coding
G0-10591,yciZ,1344436,1344609,-,protein_coding
G0-17018,ymiD,1344647,1344775,+,protein_coding
G6639,pdeR,1344757,1346742,-,protein_coding
G0-16673,ymiB,1346796,1346900,+,protein_coding
EG11620,rnb,1346978,1348912,-,protein_coding
G6640,yciW,1348980,1350107,-,protein_coding
EG11528,fabI,1350251,1351039,-,protein_coding
G6641,ycjD,1351407,1351760,-,protein_coding
EG12305,sapF,1351828,1352634,-,protein_coding
EG12304,sapD,1352636,1353628,-,protein_coding
G2000,sapC,1353628,1354518,-,protein_coding
G2001,sapB,1354505,1355470,-,protein_coding
G2002,sapA,1355467,1357110,-,protein_coding
G6642,ymjA,1357423,1357668,-,protein_coding
G6643,puuP,1357802,1359187,-,protein_coding
G0-16737,ymjE,1359177,1359341,-,protein_coding
G6644,puuA,1359490,1360908,-,protein_coding
G6645,puuD,1361120,1361884,+,protein_coding
EG12431,puuR,1361911,1362468,+,protein_coding
EG10036,puuC,1362743,1364230,+,protein_coding
EG11822,puuB,1364232,1365512,+,protein_coding
G6646,puuE,1365550,1366815,+,protein_coding
EG12344,pspF,1366935,1367912,-,protein_coding
EG10776,pspA,1368079,1368747,+,protein_coding
EG10777,pspB,1368801,1369025,+,protein_coding
EG10778,pspC,1369025,1369384,+,protein_coding
EG10779,pspD,1369393,1369614,+,protein_coding
EG10780,pspE,1369689,1370003,+,protein_coding
G6647,ycjM,1370216,1371895,+,protein_coding
G6648,ycjN,1371909,1373201,+,protein_coding
G6649,ycjO,1373222,1374103,+,protein_coding
G6650,ycjP,1374090,1374932,+,protein_coding
G6651,ycjQ,1374963,1376015,+,protein_coding
G6652,ycjR,1376034,1376822,+,protein_coding
G6653,ycjS,1376832,1377887,+,protein_coding
G6654,ycjT,1377884,1380151,+,protein_coding
G6655,ycjU,1380148,1380807,+,protein_coding
G6656,ycjV,1380821,1381789,+,protein_coding
G0-10445,ymjB,1381789,1381902,+,protein_coding
G6657,ompG,1381947,1382852,+,protein_coding
G6658,ycjW,1382963,1383961,-,protein_coding
G6659,ycjX,1384117,1385514,+,protein_coding
EG12870,ycjF,1385511,1386572,+,protein_coding
EG11042,tyrR,1386720,1388261,+,protein_coding
G6660,tpx,1388305,1388811,-,protein_coding
G6661,ycjG,1388930,1389895,+,protein_coding
G6662,mpaA,1389870,1390598,-,protein_coding
G0-10446,ymjC,1390680,1390862,-,protein_coding
G0-10645,ymjD,1390868,1390933,-,protein_coding
G6663,ycjY,1390933,1391853,-,protein_coding
G6664,pgrR,1391991,1392890,+,protein_coding
G6665,mppA,1393227,1394840,+,protein_coding
G6666,ynaI,1394891,1395922,-,protein_coding
G6667,insH4,1396112,1397092,+,protein_coding
G6668,ynaJ,1397365,1397622,+,protein_coding
EG11246,uspE,1397672,1398622,-,protein_coding
EG10325,fnr,1398774,1399526,-,protein_coding
EG10668,ogt,1399721,1400236,-,protein_coding
EG12853,abgT,1400247,1401773,-,protein_coding
G6669,abgB,1401810,1403255,-,protein_coding
G6670,abgA,1403255,1404565,-,protein_coding
G6671,abgR,1404741,1405649,+,protein_coding
G0-8899,mcaS,1405658,1405751,-,protein_coding
G6672,smrA,1405979,1406542,+,protein_coding
G6673,dgcM,1406563,1407795,-,protein_coding
G0-17019,ynaN,1407989,1408036,+,protein_coding
G6674,zntB,1408050,1409033,+,protein_coding
G0-10677,fnrS,1409129,1409250,+,protein_coding
G0-8900,ynaL,1409308,1409481,+,protein_coding
EG10210,dbpA,1409511,1410884,+,protein_coding
G6675,ttcA,1411013,1411948,-,protein_coding
G6676,intR,1412000,1413235,-,protein_coding
G6677,xisR,1413237,1413452,-,protein_coding
EG11901,rcbA,1413531,1413740,-,protein_coding
G0-16600,ralA,1413556,1413734,+,protein_coding
EG11900,ralR,1413733,1413927,-,protein_coding
EG11899,recT,1413984,1414793,-,protein_coding
EG10827,recE,1414786,1417386,-,protein_coding
EG10813,racC,1417488,1417763,-,protein_coding
G0-9081,ydaE,1417838,1418008,-,protein_coding
EG12155,kilR,1418008,1418229,-,protein_coding
G0-17108,kilS,1418405,1418502,-,protein_coding
EG12154,sieB,1418671,1419159,+,protein_coding
G0-10448,ydaF,1419156,1419311,-,protein_coding
G6678,null,1419168,1419344,+,protein_coding
G6679,ydaG,1419322,1419456,-,protein_coding
G6680,racR,1419765,1420241,-,protein_coding
G6681,ydaS,1420365,1420661,+,protein_coding
G6682,ydaT,1420684,1421106,+,protein_coding
G6683,ydaU,1421119,1421976,+,protein_coding
G6684,ydaV,1421983,1422729,+,protein_coding
G6685,ydaW,1422752,1423312,+,protein_coding
G6686,rzpR,1423345,1423644,+,protein_coding
G0-10449,rzoR,1423400,1423585,+,protein_coding
EG11020,trkG,1423782,1425239,+,protein_coding
G6687,b1364,1425178,1425459,+,protein_coding
G6688,ynaK,1425377,1425640,+,protein_coding
G6689,ydaY,1425621,1425980,+,protein_coding
G6690,null,1426055,1426288,+,protein_coding
G6691,ynaA,1426454,1427482,+,protein_coding
G6693,insH5,1427746,1428726,-,protein_coding
G6695,stfR,1429049,1432411,+,protein_coding
G6696,tfaR,1432411,1432986,+,protein_coding
G6697,pinR,1433084,1433674,-,protein_coding
G6698,ynaE,1433991,1434224,-,protein_coding
G0-16738,ynaM,1434293,1434406,-,protein_coding
G0-16659,ttcC,1434958,1435008,-,protein_coding
G6699,uspF,1435185,1435619,-,protein_coding
G6700,ompN,1435760,1436893,-,protein_coding
G0-8901,micC,1437121,1437231,+,protein_coding
G6701,ydbK,1437260,1440784,-,protein_coding
G0-10450,ydbJ,1441058,1441324,+,protein_coding
G6702,hslJ,1441321,1441743,-,protein_coding
G592,ldhA,1441854,1442843,-,protein_coding
G6703,ydbH,1443051,1445690,+,protein_coding
G6704,ynbE,1445687,1445872,+,protein_coding
G6705,ydbL,1445880,1446206,+,protein_coding
G6706,feaR,1446378,1447283,-,protein_coding
G7961,feaB,1447519,1449018,+,protein_coding
EG13139,tynA,1449076,1451349,-,protein_coding
G6708,paaZ,1451597,1453642,-,protein_coding
G6709,paaA,1453927,1454856,+,protein_coding
G6710,paaB,1454868,1455155,+,protein_coding
G6711,paaC,1455164,1455910,+,protein_coding
G6712,paaD,1455925,1456422,+,protein_coding
G6713,paaE,1456430,1457500,+,protein_coding
G6714,paaF,1457497,1458264,+,protein_coding
G6715,paaG,1458264,1459052,+,protein_coding
G6716,paaH,1459054,1460481,+,protein_coding
G6717,paaI,1460471,1460893,+,protein_coding
G6718,paaJ,1460893,1462098,+,protein_coding
G6719,paaK,1462125,1463438,+,protein_coding
G6720,paaX,1463539,1464489,+,protein_coding
G6721,paaY,1464471,1465061,+,protein_coding
G0-10646,ynbG,1465165,1465230,-,protein_coding
G0-10542,insCD2,1467921,1469149,-,protein_coding
G6723,insD2,1467921,1468826,-,protein_coding
G6724,insC2,1468784,1469149,-,protein_coding
G6725,insI2,1469358,1470509,+,protein_coding
EG11309,pdxI,1474221,1475081,+,protein_coding
EG11310,ydbD,1475144,1477450,+,protein_coding
G6727,ynbA,1477621,1478226,+,protein_coding
G6728,ynbB,1478226,1479122,+,protein_coding
G6729,ynbC,1479138,1480895,+,protein_coding
G6730,ynbD,1480909,1482201,+,protein_coding
G6731,azoR,1482255,1482860,-,protein_coding
G6732,hrpA,1483061,1486963,+,protein_coding
EG12110,ydcF,1487235,1488035,+,protein_coding
EG10035,aldA,1488232,1489671,+,protein_coding
G8205,gapC,1489713,1490713,-,protein_coding
EG10172,cybB,1490902,1491432,+,protein_coding
G0-10592,rydC,1491442,1491506,-,protein_coding
EG11219,ydcA,1491677,1491850,+,protein_coding
G0-17020,yncP,1491876,1491944,+,protein_coding
G0-9610,hokB,1491922,1492071,-,protein_coding
G6736,mokB,1491962,1492129,-,protein_coding
G0-9611,sokB,1492119,1492175,+,protein_coding
EG11018,trg,1492470,1494110,+,protein_coding
G6737,ydcI,1494148,1495071,-,protein_coding
G6738,ydcJ,1495288,1496631,+,protein_coding
EG12859,opgD,1496856,1498511,+,protein_coding
G6740,null,1498432,1498635,-,protein_coding
EG12865,ydcH,1498651,1498875,+,protein_coding
EG10853,rimL,1498938,1499477,+,protein_coding
G6741,ydcK,1499469,1500449,-,protein_coding
EG11883,tehA,1500573,1501565,+,protein_coding
EG11884,tehB,1501562,1502155,+,protein_coding
G6742,ydcL,1502457,1503125,+,protein_coding
G0-10557,yncK,1503218,1503649,-,protein_coding
G6743,insQ,1503657,1504865,+,protein_coding
G6744,ydcO,1504905,1506080,-,protein_coding
G6745,sutR,1506172,1506708,+,protein_coding
G6746,rlhA,1506781,1508742,+,protein_coding
G6747,yncJ,1508834,1509064,-,protein_coding
G6748,null,1509250,1509447,-,protein_coding
G0-10451,hicA,1509286,1509462,+,protein_coding
G6749,hicB,1509508,1509924,+,protein_coding
G6750,ydcR,1510003,1511409,+,protein_coding
G6751,ydcS,1511654,1512799,+,protein_coding
G6752,ydcT,1512817,1513830,+,protein_coding
G6753,ydcU,1513831,1514772,+,protein_coding
G6754,ydcV,1514762,1515556,+,protein_coding
G6755,patD,1515578,1517002,+,protein_coding
G0-8887,yncL,1517099,1517194,-,protein_coding
G6756,ortT,1517389,1517562,+,protein_coding
G6757,ydcY,1517648,1517881,+,protein_coding
G6758,ydcZ,1517882,1518331,-,protein_coding
G6759,mnaT,1518328,1518846,-,protein_coding
G6760,curA,1519027,1520064,+,protein_coding
G6761,mcbR,1520262,1520927,+,protein_coding
G6762,pqqU,1520963,1523065,-,protein_coding
G6763,yncE,1523307,1524368,+,protein_coding
G6764,ansP,1524481,1525980,-,protein_coding
G6765,yncG,1526247,1526864,+,protein_coding
G6766,yncH,1526940,1527152,+,protein_coding
EG10010,rhsE,1527890,1529938,+,protein_coding
EG11760,ydcD,1529922,1530404,+,protein_coding
G0-16739,yncO,1530319,1530504,-,protein_coding
G6767,yncI,1530586,1531639,+,protein_coding
EG11526,ydcC,1531816,1532952,+,protein_coding
EG11761,pptA,1533052,1533285,+,protein_coding
G6769,yddH,1533282,1533851,-,protein_coding
G6770,nhoA,1534024,1534869,+,protein_coding
EG11825,yddE,1534965,1535858,-,protein_coding
EG10644,narV,1535937,1536617,-,protein_coding
EG10645,narW,1536614,1537309,-,protein_coding
EG10647,narY,1537309,1538853,-,protein_coding
EG10648,narZ,1538850,1542590,-,protein_coding
EG12153,narU,1542672,1544060,-,protein_coding
G6771,yddJ,1544384,1544719,-,protein_coding
G6772,yddK,1544758,1545714,-,protein_coding
G6773,yddL,1545738,1546028,-,protein_coding
EG12713,yddG,1546288,1547169,-,protein_coding
EG11227,fdnG,1547401,1550448,+,protein_coding
EG11228,fdnH,1550461,1551345,+,protein_coding
EG11229,fdnI,1551338,1551991,+,protein_coding
G0-8902,C0362,1552001,1552386,+,protein_coding
G6774,yddM,1552398,1552682,-,protein_coding
G6775,adhP,1552828,1553838,-,protein_coding
EG10948,maeA,1553972,1555669,-,protein_coding
EG11508,sra,1555826,1555963,-,protein_coding
G6776,bdm,1556065,1556280,-,protein_coding
EG10680,osmC,1556625,1557056,+,protein_coding
G6777,ddpF,1557112,1558038,-,protein_coding
G6778,ddpD,1558031,1559017,-,protein_coding
G6779,ddpC,1559014,1559910,-,protein_coding
G6780,ddpB,1559907,1560929,-,protein_coding
G6781,ddpA,1560931,1562481,-,protein_coding
G6782,ddpX,1562495,1563076,-,protein_coding
G6783,dosP,1563334,1565733,-,protein_coding
G6784,dosC,1565758,1567140,-,protein_coding
G0-16740,yddY,1567178,1567219,-,protein_coding
G6785,digH,1567504,1568823,-,protein_coding
G6786,gadC,1568954,1570489,-,protein_coding
EG11490,gadB,1570645,1572045,-,protein_coding
EG11744,pqqL,1572407,1575202,-,protein_coding
EG11743,yddB,1575247,1577619,-,protein_coding
EG11742,yddA,1577657,1579342,-,protein_coding
G0-16741,yneP,1579545,1579667,+,protein_coding
G6787,ydeM,1579633,1580790,-,protein_coding
G6788,ydeN,1580842,1582524,-,protein_coding
G6789,ydeO,1582926,1583687,-,protein_coding
G6790,safA,1583762,1583959,-,protein_coding
G6791,ydeP,1584207,1586486,-,protein_coding
G6792,ydeQ,1586820,1587734,-,protein_coding
G6793,ydeR,1587793,1588296,-,protein_coding
G6794,ydeS,1588309,1588839,-,protein_coding
G6795,ydeT,1588853,1590001,-,protein_coding
G6796,yneL,1590334,1590536,-,protein_coding
EG10443,hipA,1590854,1592176,-,protein_coding
EG10442,hipB,1592176,1592442,-,protein_coding
EG11780,yneO,1592665,1598086,-,protein_coding
G6798,lsrK,1598617,1600209,-,protein_coding
G6799,lsrR,1600288,1601241,-,protein_coding
G6800,lsrA,1601490,1603025,+,protein_coding
G6801,lsrC,1603019,1604047,+,protein_coding
G6802,lsrD,1604047,1605039,+,protein_coding
G6803,lsrB,1605051,1606073,+,protein_coding
G6804,lsrF,1606100,1606975,+,protein_coding
G6805,lsrG,1606999,1607289,+,protein_coding
G6806,tam,1607346,1608104,+,protein_coding
G6807,yneE,1608108,1609022,-,protein_coding
EG11065,uxaB,1609229,1610680,-,protein_coding
G6808,dgcF,1610907,1611854,-,protein_coding
G6809,yneG,1611966,1612325,-,protein_coding
G6810,glsB,1612325,1613251,-,protein_coding
G6811,sad,1613315,1614703,-,protein_coding
G6812,ptrR,1614804,1615685,+,protein_coding
G6813,yneK,1615763,1616878,+,protein_coding
EG11636,ydeA,1617028,1618218,+,protein_coding
EG11637,marC,1618243,1618908,-,protein_coding
EG11435,marR,1619120,1619554,+,protein_coding
EG11434,marA,1619574,1619957,+,protein_coding
EG11599,marB,1619989,1620207,+,protein_coding
EG11639,eamA,1620238,1621137,-,protein_coding
EG11640,ydeE,1621332,1622519,+,protein_coding
G0-8892,mgtS,1622646,1622741,+,protein_coding
G0-17021,mgtT,1622741,1622845,+,protein_coding
G0-10671,mgrR,1622817,1622914,-,protein_coding
EG11643,dgcZ,1622960,1623850,-,protein_coding
EG11644,ydeI,1624105,1624497,-,protein_coding
EG11645,ydeJ,1624773,1625291,+,protein_coding
EG10212,dcp,1625335,1627380,-,protein_coding
EG12345,ydfG,1627517,1628263,+,protein_coding
G6814,rspR,1628352,1629038,+,protein_coding
G6815,ydfZ,1629215,1629418,+,protein_coding
G6816,ydfI,1629453,1630913,-,protein_coding
G6817,ydfJ,1631002,1632285,-,protein_coding
G0-16742,ynfT,1632890,1633003,+,protein_coding
G6818,ydfK,1633072,1633305,+,protein_coding
G6819,pinQ,1633622,1634212,+,protein_coding
G6820,tfaQ,1634310,1634885,-,protein_coding
G6821,stfQ,1634885,1635847,-,protein_coding
EG11634,nohA,1635798,1636367,-,protein_coding
G0-10452,ynfO,1636756,1636989,+,protein_coding
G6822,ydfO,1637047,1637457,+,protein_coding
G6823,gnsB,1637609,1637782,-,protein_coding
G6824,ynfN,1637954,1638109,-,protein_coding
G0-16743,ynfR,1638188,1638253,-,protein_coding
G0-16689,ynfQ,1638256,1638444,-,protein_coding
G6825,cspI,1638455,1638667,-,protein_coding
G6826,rzpQ,1639030,1639527,-,protein_coding
G0-16675,rzoQ,1639080,1639334,-,protein_coding
G6827,rrrQ,1639524,1640057,-,protein_coding
G6828,ydfR,1640054,1640365,-,protein_coding
G6829,essQ,1640370,1640585,-,protein_coding
G0-17022,ynfU,1640805,1640975,+,protein_coding
EG12203,cspB,1641339,1641554,-,protein_coding
EG12205,cspF,1641855,1642067,+,protein_coding
G0-16744,ynfS,1642122,1642211,+,protein_coding
G6830,ydfT,1642489,1643241,-,protein_coding
G6831,ydfU,1643255,1644304,-,protein_coding
EG11129,rem,1644651,1644902,-,protein_coding
EG11130,hokD,1645119,1645274,-,protein_coding
EG11131,relE,1645346,1645633,-,protein_coding
EG10836,relB,1645633,1645872,-,protein_coding
G6832,ydfV,1645897,1646202,+,protein_coding
G6833,flxA,1646405,1646737,+,protein_coding
G6834,ydfW,1647174,1647323,-,protein_coding
G6835,ydfX,1647346,1647636,-,protein_coding
EG10228,dicC,1647620,1647850,-,protein_coding
EG10226,dicA,1647934,1648341,+,protein_coding
EG11300,ydfA,1648508,1648663,+,protein_coding
EG11301,ydfB,1648665,1648793,+,protein_coding
EG11302,ydfC,1648823,1649041,+,protein_coding
EG31115,dicF,1649382,1649434,+,protein_coding
EG10227,dicB,1649609,1649797,+,protein_coding
EG11303,ydfD,1649794,1649985,+,protein_coding
EG11304,ydfE,1650078,1650998,+,protein_coding
G6836,insD7,1650881,1651537,+,protein_coding
G6837,intQ,1651512,1652708,+,protein_coding
G0-10559,ynfP,1652728,1652838,-,protein_coding
G6838,rspB,1652896,1653915,-,protein_coding
G6839,rspA,1653927,1655141,-,protein_coding
G6840,ynfA,1655347,1655673,-,protein_coding
G6841,ynfB,1655808,1656149,+,protein_coding
G6842,speG,1656184,1656744,+,protein_coding
G6843,ynfC,1656747,1657457,-,protein_coding
G6844,ynfD,1657565,1657870,+,protein_coding
G6845,ynfE,1658069,1660495,+,protein_coding
G6846,ynfF,1660556,1662979,+,protein_coding
G6847,ynfG,1662990,1663607,+,protein_coding
G6848,ynfH,1663609,1664463,+,protein_coding
G6849,dmsD,1664506,1665120,+,protein_coding
G6850,clcB,1665315,1666571,+,protein_coding
G6851,bidA,1666524,1667219,-,protein_coding
G6852,mlc,1667344,1668564,-,protein_coding
G6853,ynfL,1668699,1669592,-,protein_coding
G6854,ynfM,1669699,1670952,+,protein_coding
G0-10698,null,1670949,1671136,-,protein_coding
G6855,asr,1671376,1671684,+,protein_coding
G0-10593,ydgU,1671777,1671860,+,protein_coding
G6856,ydgD,1671960,1672781,+,protein_coding
G6857,mdtI,1672820,1673149,-,protein_coding
G6858,mdtJ,1673136,1673501,-,protein_coding
G0-17023,mdtU,1673608,1673709,-,protein_coding
G6859,tqsA,1673913,1674947,+,protein_coding
EG10745,pntB,1674972,1676360,-,protein_coding
EG10744,pntA,1676371,1677903,-,protein_coding
G6860,ydgH,1678427,1679371,+,protein_coding
G6861,ydgI,1679557,1680939,+,protein_coding
G6862,folM,1680976,1681698,+,protein_coding
G6863,ydgC,1681695,1682030,-,protein_coding
G6864,rstA,1682159,1682878,+,protein_coding
EG11233,rstB,1682882,1684183,+,protein_coding
EG11038,tus,1684259,1685188,+,protein_coding
EG10358,fumC,1685185,1686588,-,protein_coding
